group,time,att_diffdiff,se_traditional,event_time,att_no_covariate_recomputed,spatial_hac_se,hac_n_units,hac_n_pairs_used,hac_truncated,se_ratio_hac_to_traditional,ci_low_traditional,ci_high_traditional,ci_low_spatial_hac,ci_high_spatial_hac,t_traditional,t_spatial_hac,p_traditional,p_spatial_hac,sig_traditional,sig_spatial_hac
2024,2005,326.7941488874509,96.28886119756653,-19,349.24038954980756,92.11694503628564,375970,50000000,True,0.9566729099358553,138.06798094022048,515.5203168346814,146.24493661633105,507.3433611585707,3.3938935908373775,3.547600810673041,0.0006890646127147288,0.0003887569445283342,***,***
2024,2006,213.40295165469394,92.56511329589361,-18,562.6433412045016,91.84515105057602,375970,50000000,True,0.9922220994532124,31.975329594742476,394.8305737146454,33.38645559556494,393.41944771382293,2.3054360769000533,2.323508091757399,0.021142162943831345,0.02015187346882323,*,*
2024,2007,-414.6648003883384,100.7063575322077,-17,147.9785408161634,105.88089996438042,375970,50000000,True,1.0513824803018796,-612.0492611514655,-217.2803396252113,-622.1913643185239,-207.1382364581528,-4.117563285473026,-3.9163324124354486,3.8289940224623e-05,8.990626242756589e-05,***,***
2024,2008,-626.5291591493182,91.76664063910405,-16,-478.55061833315483,80.66511931781051,375970,50000000,True,0.8790244336724372,-806.3917748019621,-446.6665434966742,-784.6327930122268,-468.42552528640954,-6.827417401202529,-7.767039390109515,8.645687464961307e-12,8.034186476083574e-15,***,***
2024,2009,841.0021706294049,80.542795639464,-15,362.45155229624993,91.15533013721252,375970,50000000,True,1.1317626786293054,683.1382911760554,998.8660500827543,662.3377235604684,1019.6666176983414,10.441680897122154,9.226033950658481,1.5995300881951919e-25,2.808381730960358e-20,***,***
2024,2010,125.8060109788579,84.77664504750908,-14,488.2575632751079,85.56926146136936,375970,50000000,True,1.009349466629826,-40.35621331425989,291.9682352719757,-41.90974148542605,293.5217634431418,1.4839701536709295,1.4702243402632802,0.13781683879689013,0.1415010045542375,,
2024,2011,-524.9461956431426,70.82328547151302,-13,-36.688632368034604,76.74299915631795,375970,50000000,True,1.0835842851033224,-663.7598351673081,-386.13255611897705,-675.3624739895257,-374.52991729675944,-7.41205653124197,-6.840313792973855,1.2435572336308198e-13,7.901989855980089e-12,***,***
2024,2012,520.7710012247207,68.7821223182659,-12,484.08236885668623,83.74592892500728,375970,50000000,True,1.2175537203912006,385.9580414809196,655.583960968522,356.6289805317065,684.913021917735,7.571313353999603,6.2184634872348274,3.6946962885979345e-14,5.020467380184001e-10,***,***
2024,2013,-886.5792388807353,64.79335699224428,-11,-402.49687002404914,71.85863023535713,375970,50000000,True,1.1090431731135424,-1013.574218585534,-759.5842591759365,-1027.4221541420352,-745.7363236194353,-13.683181116651483,-12.337825477287003,1.2796938383273716e-42,5.666567508633485e-35,***,***
2024,2014,70.6267617198111,56.99599087815585,-10,-331.8701083042379,80.64054475528668,375970,50000000,True,1.4148459130691733,-41.085380401374366,182.33890384099658,-87.42870600055079,228.682229440173,1.2391531515048955,0.8758219817851727,0.21528878634441195,0.3811268180485205,,
2024,2015,159.3393060269308,72.77405543210837,-9,-172.53080227730703,84.80897651347836,375970,50000000,True,1.165373786164734,16.702157379998425,301.9764546738632,-6.886287939486749,325.5648999933484,2.1895070307793967,1.8788023694827591,0.028560008096298835,0.06027148340038395,*,.
