covariate_set,group,time,att,se,att_csdid,se_csdid,att_difference_diffdiff_minus_csdid
none,2014,2024,-464.3824620490316,181.15367771458577,-464.3825,180.9114,3.795096841940904e-05
none,2014,2025,168.21788743567382,399.5456378167601,168.2179,399.0046,-1.256432616969505e-05
none,2018,2002,-581.272401169276,83.97297269210833,-581.2724,83.9697,-1.1692760608639219e-06
none,2018,2003,313.15904691111587,71.35136469831141,313.159,71.3486,4.691111587362684e-05
none,2018,2004,56.00671422674543,96.64375530972578,56.0067,96.6399,1.4226745427947662e-05
none,2018,2005,-49.75510354164635,100.75917108007147,-49.7551,100.7552,-3.54164635041343e-06
none,2018,2006,757.3939808734079,119.9707116738111,757.394,119.9659,-1.9126592064822034e-05
none,2018,2007,-1107.4499484339658,117.21383503240467,-1107.4499,117.2092,-4.8433965730509954e-05
none,2018,2008,-69.32815286520885,98.58389316453245,-69.3282,98.5801,4.713479114570873e-05
none,2018,2009,697.6400763858273,97.75922782267688,697.6401,97.7554,-2.3614172619090823e-05
none,2018,2010,132.09180000719692,111.71713047958033,132.0918,111.7126,7.196916840257472e-09
none,2018,2011,-303.4101623243447,103.14302710406861,-303.4102,103.1389,3.7675655278235354e-05
none,2018,2012,66.73748077436167,82.34306865904804,66.7375,82.3398,-1.9225638325792715e-05
none,2018,2013,-623.570814542479,70.43464410013334,-623.5708,70.4319,-1.4542478993462282e-05
none,2018,2014,-15.001828205960521,76.85790356498764,-15.0018,76.8549,-2.820596052188762e-05
none,2018,2015,128.1666151725213,87.15128922344987,128.1666,87.1479,1.5172521301565212e-05
none,2018,2016,-546.6247677762678,82.76628561008937,-546.6248,82.7632,3.2223732205238775e-05
none,2018,2017,-125.25142800731226,104.66170156855144,-125.2514,104.6578,-2.8007312252498195e-05
none,2018,2018,-240.24321611174315,105.06550832775753,-240.2432,105.0616,-1.6111743150304392e-05
none,2018,2019,24.471452677418142,102.17747589574118,24.4715,102.1737,-4.732258185669025e-05
none,2018,2020,-362.4644896923163,112.36419111217891,-362.4645,112.3601,1.0307683680821356e-05
none,2018,2021,227.09404300265066,121.1038703411979,227.094,121.0993,4.300265067058717e-05
none,2018,2022,261.95933835913456,109.92731230398476,261.9593,109.9232,3.835913457805873e-05
none,2018,2023,712.4322225618424,112.49420339198836,712.4322,112.49,2.2561842456525483e-05
none,2018,2024,663.7917315385175,122.11640924119453,663.7917,122.1118,3.1538517532681e-05
none,2018,2025,502.99740034926674,105.09382510640805,502.9974,105.0899,3.4926671332868864e-07
none,2019,2002,1194.232005179877,1199.583091740395,1194.232,1130.9955,5.17987700732192e-06
none,2019,2003,-562.565742706699,1167.8063410511215,-562.5657,1101.0346,-4.2706698991423764e-05
none,2019,2004,1843.6925813074295,2627.6795968191905,1843.6926,2477.4097,-1.8692570620260085e-05
